Trump,Biden
0,0.0
0.0,0.0
0.0,0.5
-0.4,0.5
-0.4,0.5
0.033333333333333326,0.5
0.033333333333333326,0.5
-0.16666666666666669,0.5
-0.16666666666666669,0.7
-0.16666666666666669,0.7
-0.16666666666666669,0.7
-0.16666666666666669,0.7
-0.16666666666666669,0.7999999999999999
-0.16666666666666669,0.7999999999999999
-0.16666666666666669,0.7999999999999999
-0.16666666666666669,1.15
-0.16666666666666669,1.9
-0.16666666666666663,1.9
-0.16666666666666663,1.525
-0.3222222222222222,1.4
-0.254040404040404,1.4
-0.254040404040404,1.4
-0.254040404040404,1.4
-0.254040404040404,1.4
-0.254040404040404,1.4
-0.254040404040404,1.4
-0.254040404040404,1.4
-0.254040404040404,1.4
-0.254040404040404,1.4
-0.11767676767676766,1.4
-0.11767676767676766,1.1083333333333332
-0.11767676767676766,1.1083333333333332
-0.017676767676767652,1.1833333333333331
-0.017676767676767652,1.145833333333333
-0.017676767676767652,1.645833333333333
0.33232323232323235,1.645833333333333
0.33232323232323235,2.145833333333333
0.33232323232323235,2.038690476190476
0.33232323232323235,2.038690476190476
0.33232323232323235,2.038690476190476
0.33232323232323235,2.038690476190476
0.33232323232323235,1.2386904761904758
0.33232323232323235,1.2386904761904758
0.33232323232323235,1.2386904761904758
0.41565656565656567,1.2386904761904758
0.41565656565656567,1.1553571428571425
0.41565656565656567,0.9886904761904759
0.41565656565656567,1.238690476190476
0.41565656565656567,1.238690476190476
0.41565656565656567,1.238690476190476
0.7156565656565657,1.238690476190476
0.7156565656565657,1.3750541125541123
0.7156565656565657,1.3750541125541123
0.9656565656565657,1.3750541125541123
0.9656565656565657,2.3750541125541123
0.9656565656565657,2.8750541125541123
0.9656565656565657,2.8750541125541123
1.1656565656565656,2.8750541125541123
1.1656565656565656,3.0750541125541124
1.1656565656565656,3.0750541125541124
1.1656565656565656,3.0750541125541124
1.1656565656565656,3.0750541125541124
1.1656565656565656,3.0750541125541124
0.9156565656565656,2.8000541125541125
0.9156565656565656,2.8000541125541125
0.9156565656565656,3.1500541125541126
0.9156565656565656,3.0750541125541124
0.9156565656565656,4.281304112554112
0.9156565656565656,4.281304112554112
0.9156565656565656,4.281304112554112
0.9156565656565656,4.206304112554112
0.9156565656565656,4.306304112554112
1.1656565656565656,4.306304112554112
1.1656565656565656,4.556304112554112
1.1656565656565656,4.556304112554112
1.1656565656565656,4.556304112554112
1.1656565656565656,4.556304112554112
1.1656565656565656,4.556304112554112
1.1656565656565656,4.556304112554112
1.3656565656565656,4.556304112554112
1.3656565656565656,4.056304112554112
1.3656565656565656,4.056304112554112
1.3656565656565656,4.056304112554112
0.36565656565656557,4.256304112554112
0.36565656565656557,4.220319264069263
0.49065656565656557,4.220319264069263
0.49065656565656557,4.220319264069263
0.49065656565656557,4.220319264069263
0.49065656565656557,4.220319264069263
0.8406565656565655,4.220319264069263
0.8406565656565655,4.220319264069263
1.2406565656565656,4.220319264069263
1.2406565656565656,4.720319264069263
1.2406565656565656,4.720319264069263
1.2406565656565656,4.720319264069263
1.2406565656565656,4.720319264069263
1.4906565656565656,4.720319264069263
1.4906565656565656,4.720319264069263
1.7406565656565656,4.720319264069263
1.7406565656565656,4.720319264069263
1.7406565656565656,4.720319264069263
1.7406565656565656,4.820319264069263
1.7406565656565656,4.820319264069263
1.7406565656565656,4.820319264069263
1.7406565656565656,4.820319264069263
1.7406565656565656,4.820319264069263
1.7406565656565656,4.820319264069263
1.7406565656565656,4.820319264069263
1.7406565656565656,4.820319264069263
1.7406565656565656,4.820319264069263
1.7406565656565656,4.820319264069263
1.6406565656565655,4.820319264069263
1.7448232323232322,4.820319264069263
1.7448232323232322,4.820319264069263
1.7448232323232322,4.820319264069263
1.7448232323232322,4.820319264069263
1.8698232323232322,4.820319264069263
1.8698232323232322,4.820319264069263
1.8698232323232322,4.866152597402596
1.8698232323232322,4.866152597402596
1.8698232323232322,4.741152597402596
1.8698232323232322,5.116152597402596
1.8698232323232322,5.516152597402597
1.8698232323232322,5.516152597402597
1.8698232323232322,5.716152597402597
1.8698232323232322,5.716152597402597
1.8698232323232322,5.716152597402597
1.6198232323232322,5.716152597402597
1.9198232323232323,5.716152597402597
1.9198232323232323,5.716152597402597
1.9198232323232323,5.116152597402597
1.9198232323232323,5.116152597402597
1.9198232323232323,5.116152597402597
1.9198232323232323,5.116152597402597
1.9198232323232323,4.616152597402597
1.9198232323232323,4.616152597402597
2.086489898989899,4.616152597402597
1.8864898989898988,4.616152597402597
1.8864898989898988,4.460597041847041
2.036489898989899,4.460597041847041
2.036489898989899,4.460597041847041
2.036489898989899,4.460597041847041
2.036489898989899,5.260597041847041
2.036489898989899,5.760597041847041
2.036489898989899,5.860597041847041
2.036489898989899,5.860597041847041
2.036489898989899,5.890120851370851
2.036489898989899,5.890120851370851
2.036489898989899,5.890120851370851
2.036489898989899,6.056787518037518
2.036489898989899,6.390120851370851
2.036489898989899,6.6901208513708506
1.636489898989899,6.6901208513708506
1.636489898989899,6.6901208513708506
1.636489898989899,6.6901208513708506
1.636489898989899,7.1901208513708506
1.636489898989899,6.6901208513708506
1.636489898989899,6.6901208513708506
1.636489898989899,6.6901208513708506
1.436489898989899,6.6901208513708506
1.936489898989899,6.6901208513708506
1.936489898989899,6.3776208513708506
1.936489898989899,6.3776208513708506
1.936489898989899,6.3776208513708506
1.936489898989899,6.3776208513708506
1.936489898989899,6.3776208513708506
1.936489898989899,6.152620851370851
1.936489898989899,6.152620851370851
1.936489898989899,5.352620851370851
1.936489898989899,5.352620851370851
1.936489898989899,5.352620851370851
1.936489898989899,5.352620851370851
1.936489898989899,5.352620851370851
2.0728535353535356,5.352620851370851
2.114520202020202,5.352620851370851
2.114520202020202,5.769287518037518
2.1895202020202023,5.769287518037518
2.1895202020202023,5.769287518037518
2.1895202020202023,5.769287518037518
2.1895202020202023,5.769287518037518
